"RecordID","TimeStamp","DeltaToUTC","UserID","ObjectID","Description","Comment","Checksum"
465,"7/2/2019 11:38:29 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,7aecM9
466,"7/2/2019 11:38:29 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,h5Qnm6
467,"7/2/2019 11:38:30 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,7D8bJF
468,"7/2/2019 11:38:30 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,AZJB07
469,"7/2/2019 11:38:31 AM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,5/P6t6
470,"7/2/2019 11:38:31 AM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,+y0BQk
471,"7/2/2019 11:38:32 AM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,T0huVq
472,"7/2/2019 11:38:32 AM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,3vKYjr
473,"7/2/2019 11:38:32 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,4DFqUQ
474,"7/2/2019 11:38:33 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,xhnneC
475,"7/2/2019 11:38:33 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,XlFHP7
476,"7/2/2019 11:38:34 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,BwkkxN
477,"7/2/2019 11:38:35 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,n8C05y
478,"7/2/2019 11:38:35 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,CAA0FX
479,"7/2/2019 11:38:38 AM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,duaJ97
480,"7/2/2019 11:38:38 AM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,/jik4X
0,"7/2/2019 11:44:32 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,dJico1
0,"7/2/2019 11:44:45 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 59, created with WinCC Professional V15.1",,Kki3+V
481,"7/2/2019 11:44:45 AM","-6:00","System","Application","Change to operating mode 'online'.",,F4oq1/
482,"7/2/2019 11:44:45 AM","-6:00","System","User administration","User administration imported successfully.",,0c6nvk
483,"7/2/2019 11:44:59 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,FUZ2bd
484,"7/2/2019 11:46:53 AM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,2YRO8q
485,"7/2/2019 11:46:53 AM","-6:00","admin","Alarm: 5","Acknowledgment of alarm 5 of PLC HMI_Connection_1.",,ake7Nh
486,"7/2/2019 11:46:54 AM","-6:00","admin","Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,OhaLJO
487,"7/2/2019 11:46:54 AM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,JY9BkV
488,"7/2/2019 11:46:55 AM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,Ka2Ge7
489,"7/2/2019 11:46:55 AM","-6:00","admin","Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,2bhIKy
490,"7/2/2019 11:46:55 AM","-6:00","admin","Alarm: 11","Acknowledgment of alarm 11 of PLC HMI_Connection_1.",,km7tdD
491,"7/2/2019 11:46:56 AM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,5Rgs03
492,"7/2/2019 11:46:56 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,4bGHak
493,"7/2/2019 11:46:57 AM","-6:00","admin","Alarm: 14","Acknowledgment of alarm 14 of PLC HMI_Connection_1.",,u2At09
494,"7/2/2019 11:46:57 AM","-6:00","admin","Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,ABBSMi
495,"7/2/2019 11:46:58 AM","-6:00","admin","Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,7KbJ9t
496,"7/2/2019 11:46:58 AM","-6:00","admin","Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,XCxLHb
497,"7/2/2019 11:47:03 AM","-6:00","admin","Alarm: 14","Acknowledgment of alarm 14 of PLC HMI_Connection_1.",,iw3uvR
498,"7/2/2019 11:47:04 AM","-6:00","admin","Alarm: 14","Acknowledgment of alarm 14 of PLC HMI_Connection_1.",,z0I/I0
499,"7/2/2019 11:47:04 AM","-6:00","admin","Alarm: 14","Acknowledgment of alarm 14 of PLC HMI_Connection_1.",,GVYbrJ
500,"7/2/2019 11:47:05 AM","-6:00","admin","Alarm: 14","Acknowledgment of alarm 14 of PLC HMI_Connection_1.",,XXihk3
501,"7/2/2019 11:47:05 AM","-6:00","admin","Alarm: 14","Acknowledgment of alarm 14 of PLC HMI_Connection_1.",,NCM0Kc
502,"7/2/2019 11:47:06 AM","-6:00","admin","Alarm: 14","Acknowledgment of alarm 14 of PLC HMI_Connection_1.",,HMj3no
503,"7/2/2019 11:47:06 AM","-6:00","admin","Alarm: 14","Acknowledgment of alarm 14 of PLC HMI_Connection_1.",,vmz18S
504,"7/2/2019 11:47:07 AM","-6:00","admin","Alarm: 14","Acknowledgment of alarm 14 of PLC HMI_Connection_1.",,vtErYg
505,"7/2/2019 11:47:07 AM","-6:00","admin","Alarm: 14","Acknowledgment of alarm 14 of PLC HMI_Connection_1.",,F57qp6
506,"7/2/2019 11:47:08 AM","-6:00","admin","Alarm: 14","Acknowledgment of alarm 14 of PLC HMI_Connection_1.",,vp5Vxd
507,"7/2/2019 11:47:15 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,WuvMi9
508,"7/2/2019 11:47:16 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,2SgVxY
509,"7/2/2019 12:07:34 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,I1ks5k
510,"7/2/2019 12:07:34 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,bfu2HO
511,"7/2/2019 12:07:35 PM","-6:00","admin","Alarm: 3","Acknowledgment of alarm 3 of PLC HMI_Connection_1.",,RxBOp7
512,"7/2/2019 12:07:35 PM","-6:00","admin","Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,d6EcRB
513,"7/2/2019 12:07:36 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,CUp5lW
514,"7/2/2019 12:07:36 PM","-6:00","admin","Alarm: 6","Acknowledgment of alarm 6 of PLC HMI_Connection_1.",,01f1U6
515,"7/2/2019 12:07:36 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,19996x
516,"7/2/2019 12:07:37 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,Xrpi1/
517,"7/2/2019 12:07:37 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,gjem7Y
518,"7/2/2019 12:07:42 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,8fCY2f
519,"7/2/2019 12:07:42 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,JAWf+f
520,"7/2/2019 12:07:43 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,GMLwD/
521,"7/2/2019 12:07:43 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,b0ZRcl
522,"7/2/2019 12:07:44 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,7FpE98
523,"7/2/2019 12:07:44 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,raka7X
524,"7/2/2019 12:07:45 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,wNQdwB
525,"7/2/2019 12:08:04 PM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,opOi0K
526,"7/2/2019 12:08:05 PM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,NHdb8r
527,"7/2/2019 12:08:05 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,sy8ucU
528,"7/2/2019 12:08:06 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,SQcx3b
529,"7/2/2019 12:08:06 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,X+VV1k
530,"7/2/2019 12:08:06 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,KfZ8GG
531,"7/2/2019 12:08:07 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,boaT5/
532,"7/2/2019 12:08:07 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,XPxMKs
533,"7/2/2019 12:08:08 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,c3Xisn
534,"7/2/2019 12:08:08 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,60vBo7
535,"7/2/2019 12:08:09 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,GNRIBt
536,"7/2/2019 12:08:09 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,u0Um5z
537,"7/2/2019 12:08:10 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,v2nDJI
538,"7/2/2019 12:08:10 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,PlawsQ
539,"7/2/2019 12:08:11 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,eV+Xyq
540,"7/2/2019 12:08:11 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,x/Ys0s
541,"7/2/2019 12:08:12 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,eSe08q
542,"7/2/2019 12:08:12 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,xYBvFK
543,"7/2/2019 12:08:13 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,Miw5ST
544,"7/2/2019 12:08:14 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,ZgjGXX
545,"7/2/2019 12:09:01 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,8QxKzX
546,"7/2/2019 12:09:02 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,9RfWWD
547,"7/2/2019 12:09:05 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,qgfcAp
548,"7/2/2019 12:09:05 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,WbFhHv
549,"7/2/2019 12:09:06 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,8CgzA/
550,"7/2/2019 12:09:06 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,4TyJ69
551,"7/2/2019 12:09:07 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,YjIBI4
552,"7/2/2019 12:09:07 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,tPJwn2
553,"7/2/2019 12:09:08 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,Xhe0EF
554,"7/2/2019 12:09:08 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,o7FLbV
555,"7/2/2019 12:09:09 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,0mUy6T
556,"7/2/2019 12:09:21 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,qmzkhj
557,"7/2/2019 12:09:21 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,8bXpfc
558,"7/2/2019 12:09:22 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,RG7cIY
559,"7/2/2019 12:09:22 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,fMfmjv
560,"7/2/2019 12:09:22 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,Cgo7U6
561,"7/2/2019 12:09:23 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,MghtjV
562,"7/2/2019 12:09:23 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,g1DQNk
563,"7/2/2019 12:09:24 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,U53Ns6
564,"7/2/2019 12:09:25 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,HAZrdL
565,"7/2/2019 12:09:25 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,kIRlaW
566,"7/2/2019 12:09:26 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,tBMYeh
567,"7/2/2019 12:09:28 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,qzS9+n
568,"7/2/2019 12:09:29 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,43GCWE
569,"7/2/2019 12:09:29 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,SC0xcJ
570,"7/2/2019 12:09:30 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,KO+QQW
571,"7/2/2019 12:09:30 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,qfzWNo
572,"7/2/2019 12:23:19 PM","-6:00","System","User administration","User logged off.",,PmJRCU
0,"7/2/2019 12:37:39 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,RRYHbz
0,"7/2/2019 2:51:04 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 59, created with WinCC Professional V15.1",,cvRlhG
573,"7/2/2019 2:51:04 PM","-6:00","System","Application","Change to operating mode 'online'.",,MH6x6R
574,"7/2/2019 2:51:04 PM","-6:00","System","User administration","User administration imported successfully.",,EzWURS
575,"7/2/2019 2:51:17 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,wGQvAR
576,"7/2/2019 2:56:24 PM","-6:00","System","User administration","User logged off.",,xJ7814
0,"7/2/2019 3:20:34 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,M4Y6c6
0,"7/2/2019 4:28:59 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 59, created with WinCC Professional V15.1",,QUwr2M
577,"7/2/2019 4:28:59 PM","-6:00","System","Application","Change to operating mode 'online'.",,TTsM7k
578,"7/2/2019 4:28:59 PM","-6:00","System","User administration","User administration imported successfully.",,6l/buG
0,"7/2/2019 4:29:10 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,4joACg
0,"7/2/2019 4:29:56 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 59, created with WinCC Professional V15.1",,XlsiDu
579,"7/2/2019 4:29:56 PM","-6:00","System","Application","Change to operating mode 'online'.",,nohg0J
580,"7/2/2019 4:29:56 PM","-6:00","System","User administration","User administration imported successfully.",,OVsEIZ
0,"7/2/2019 4:30:06 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,ePsNk/
0,"7/2/2019 4:54:58 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 59, created with WinCC Professional V15.1",,Tply5i
581,"7/2/2019 4:54:58 PM","-6:00","System","Application","Change to operating mode 'online'.",,zf+sH+
582,"7/2/2019 4:54:58 PM","-6:00","System","User administration","User administration imported successfully.",,GcSDZ8
583,"7/2/2019 4:55:15 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,foPcgT
584,"7/2/2019 4:55:29 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,rzbLV2
585,"7/2/2019 4:55:30 PM","-6:00","admin","Alarm: 5","Acknowledgment of alarm 5 of PLC HMI_Connection_1.",,RRRsah
586,"7/2/2019 4:55:30 PM","-6:00","admin","Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,RqVXtA
587,"7/2/2019 4:55:30 PM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,T58Rep
588,"7/2/2019 4:55:31 PM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,LAUz51
589,"7/2/2019 4:55:31 PM","-6:00","admin","Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,U2n3rq
590,"7/2/2019 4:55:32 PM","-6:00","admin","Alarm: 11","Acknowledgment of alarm 11 of PLC HMI_Connection_1.",,cAx7VA
591,"7/2/2019 4:55:32 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,jMh74E
592,"7/2/2019 4:55:32 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,9sAYY9
593,"7/2/2019 4:55:33 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,O6C8nU
594,"7/2/2019 4:55:33 PM","-6:00","admin","Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,gBaxqL
595,"7/2/2019 4:55:34 PM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,ElzGab
596,"7/2/2019 4:55:34 PM","-6:00","admin","Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,s5dwj8
0,"7/2/2019 4:55:48 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,dzItpj
0,"7/7/2019 9:13:18 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 74, created with WinCC Professional V15.1",,RsWFey
597,"7/7/2019 9:13:18 AM","-6:00","System","Application","Change to operating mode 'online'.",,AZApOt
598,"7/7/2019 9:13:18 AM","-6:00","System","User administration","User administration imported successfully.",,39hYqq
599,"7/7/2019 9:13:46 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,onN1sP
0,"7/7/2019 9:15:37 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,HvpgJ7
0,"7/7/2019 1:36:15 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 74, created with WinCC Professional V15.1",,b+4mqO
600,"7/7/2019 1:36:15 PM","-6:00","System","Application","Change to operating mode 'online'.",,H+HQQS
601,"7/7/2019 1:36:15 PM","-6:00","System","User administration","User administration imported successfully.",,W+GITh
602,"7/7/2019 1:36:30 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,BXJSOH
